interaction_id,viewport,route,state,kind,identity,label,selector_hint,status,result,reason,disabled,touch_target_pass
ui-desktop-backend-button-e3019e80b1f5,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_0201aeedb7]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_0201aeedb7]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-2e8171f73d96,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_89334ff99f]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_89334ff99f]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-40fdc99596f6,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_30ca40bf7a]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_30ca40bf7a]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-6b82f2288a2d,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_7b4ec1d629]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_7b4ec1d629]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-e825f68a783b,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_9f2eec1c56]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_9f2eec1c56]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-6c2df15af225,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_747706cbda]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_747706cbda]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-683081b5be2c,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_b46b85ff27]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_b46b85ff27]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-90519ca8c77b,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_855547fc8d]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_855547fc8d]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-3ec4552bf287,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_4f6cabd5ad]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_4f6cabd5ad]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-1a7f3dd69354,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_b9757c312f]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_b9757c312f]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-6f6dae4124ec,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_8cd3827408]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_8cd3827408]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-bd0d80f36b74,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_b52e6681f3]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_b52e6681f3]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-1239e067210c,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_a7f9121bf4]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_a7f9121bf4]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-3dd5f0997235,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_8add4cb2d1]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_8add4cb2d1]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-0eb3cab8d2fb,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_f1d2264289]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_f1d2264289]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-3ecd89c66309,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_9406f334ed]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_9406f334ed]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-9209f738614e,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_2b0eeda850]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_2b0eeda850]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-42bec40d9c5b,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_23e7b025dc]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_23e7b025dc]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-93d403a32b87,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_392fabc6d4]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_392fabc6d4]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-640ae7434ef7,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_467823ada8]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_467823ada8]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-f9221fa1c182,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_d90e717c77]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_d90e717c77]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-326a1d7bfff7,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_e81261769f]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_e81261769f]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-6dab176cac1b,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_6b6aaadc04]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_6b6aaadc04]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-cf570526abb9,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_05c0330cc4]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_05c0330cc4]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-4aa35de81a12,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_567d4a3a01]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_567d4a3a01]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-126f562c4a36,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_2ebd0f975a]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_2ebd0f975a]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-8c2fb5e93b66,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_617ec96a23]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_617ec96a23]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-08aba2debad3,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_d6d7906703]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_d6d7906703]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-e84374d6d581,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_830792b6b2]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_830792b6b2]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-11f7040bed22,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_fe57103883]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_fe57103883]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-d66bf8d30d78,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_5b6c3a9c2c]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_5b6c3a9c2c]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-e988de8d153d,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_225e94282f]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_225e94282f]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-8e80f4512a52,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_971cc825f4]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_971cc825f4]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-8e505ce49c97,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_ea96c831b1]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_ea96c831b1]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-45443ee17e42,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_eb55fad372]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_eb55fad372]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-19de64d8fc9d,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_030ba34860]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_030ba34860]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-701432db6435,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_39a9b88f24]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_39a9b88f24]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-f0933f33cca0,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_3086cf4d0f]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_3086cf4d0f]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-d78b63bde764,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_914148a539]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_914148a539]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-a3c608009db4,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_1f76132b9c]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_1f76132b9c]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-df5a333922b9,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_24cea122d6]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_24cea122d6]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-41148b3aa02a,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_a61e24b48b]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_a61e24b48b]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-6782d93974f6,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_f76f532c6e]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_f76f532c6e]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-64027e9e90c9,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_27ab72df97]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_27ab72df97]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-7eb7cf856cb0,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_da58b78ac5]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_da58b78ac5]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-992763c4b9f3,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_9474f0c85c]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_9474f0c85c]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-161596f5f679,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_e24927270a]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_e24927270a]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-50b336b63d3c,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_a2eb848dc7]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_a2eb848dc7]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-902e5961316f,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_d62b98eaf6]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_d62b98eaf6]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-798af22d59c8,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_c2f69a2bc6]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_c2f69a2bc6]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-dae406585a66,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_e8df09aee0]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_e8df09aee0]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-9091b66066e0,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_f06a3488f6]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_f06a3488f6]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-3517de801cb4,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_b563e75055]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_b563e75055]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-224dfafbdb6e,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_11a43732d7]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_11a43732d7]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-7c51c3fda3b8,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_be022eed3d]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_be022eed3d]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-a8da43ff9ac2,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_c27b8107cb]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_c27b8107cb]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-1891e962cfeb,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_b8a2b0273a]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_b8a2b0273a]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-df441b45bcbc,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_38af84dcf7]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_38af84dcf7]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-b9c26c1d8823,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_1f71c392ea]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_1f71c392ea]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-21e74f1eefe3,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_a5a7f69160]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_a5a7f69160]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-0a9ab6c681a8,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_ea730a583e]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_ea730a583e]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-0ce41c167e5e,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_3efeaea28e]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_3efeaea28e]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-450b2722b4ef,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_734e381f48]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_734e381f48]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-f73e7362437e,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_2e1752e9f6]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_2e1752e9f6]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-674e52d64713,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_d7f7699e31]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_d7f7699e31]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-529fefadf545,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_19ae67bcbf]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_19ae67bcbf]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-ebfd287795c1,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_a90b144c7b]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_a90b144c7b]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-6a5b90004db7,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_c654bda8ce]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_c654bda8ce]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-49a1d9484142,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_452bd8090d]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_452bd8090d]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-662e36f29ef7,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_492af6cc62]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_492af6cc62]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-cea5b8a4c387,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_09c3633f7a]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_09c3633f7a]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-268e794bea3b,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_c76c34d374]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_c76c34d374]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-ada5427249d7,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_40b218681a]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_40b218681a]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-c6e5d4e8ac20,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_31af7ee23b]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_31af7ee23b]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-b38d4c15b0cf,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_41f1e2e40a]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_41f1e2e40a]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-e2c0fab4540a,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_633ccbd960]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_633ccbd960]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-540db2963f7a,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_dba48ba532]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_dba48ba532]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-9e3ea17cec1e,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_074e11f22d]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_074e11f22d]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-fb1765043757,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_2628c02f40]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_2628c02f40]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-8cc65079c149,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_a1d22b012c]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_a1d22b012c]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-27f476c89010,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_e3876959f4]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_e3876959f4]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-770e584ce376,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_2625acb6a1]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_2625acb6a1]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-7f1527edbf6f,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_a4d6da88fe]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_a4d6da88fe]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-29acb3405106,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_a7899cb1bc]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_a7899cb1bc]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-3e544167bde4,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_e28f628c90]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_e28f628c90]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-a8d742327c3c,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_f0f4d7758c]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_f0f4d7758c]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-fae0f2fbc44c,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_d6945573b6]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_d6945573b6]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-28c25c08a8c3,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_4d310ff37e]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_4d310ff37e]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-ece7e239e58f,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_d40fe518d0]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_d40fe518d0]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-e827025ce7c9,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_66dae304f3]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_66dae304f3]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-a493dd349efa,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_ab354fde7e]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_ab354fde7e]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-3e50b89bc934,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_866bc5d391]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_866bc5d391]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-2bd0f4d4d25d,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_af64c78491]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_af64c78491]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-c38ccce67a6f,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_63199a95ed]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_63199a95ed]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-aafd7bf8049c,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_c1b55592c1]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_c1b55592c1]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-e3d714cf71ff,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_2bc89bc6b9]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_2bc89bc6b9]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-5184c0657075,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_f3d70dbdaf]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_f3d70dbdaf]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-9c97ed06705a,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_01e5f8722a]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_01e5f8722a]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-backend-button-fb4be03d26d6,desktop,backend,default,button,data-shared-backend-activate=[REDACTED_UUID_7f287b3715]#1,Show on board,"{""data-shared-backend-activate"": ""[REDACTED_UUID_7f287b3715]""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
